cell_id,distil_ss,dn50_lm,is_gold,ngenes_modulated_dn_lm,ngenes_modulated_up_lm,pert_dose,pert_id,pert_iname,pert_time,sig_id,up50_lm
A375,4.53385,"['54386', '10776', '64781', '124583', '54623', '54512', '5440', '3553', '3315', '9267', '6195', '9531', '6118', '3337', '9275', '64943', '11098', '10523', '22827', '1605', '3066', '4836', '5468', '1398', '30836', '3303', '6657', '83743', '9375', '10732', '5236', '60528', '64429', '23210', '8895', '5710', '79094', '7485', '2058', '642', '5111', '813', '3312', '6182', '10962', '960', '9133', '128', '23658', '831']",True,34,49,10.0,BRD-K66175015,afatinib,6,CPC013_A375_6H:BRD-K66175015-001-01-7:10,"['5106', '3162', '6813', '80204', '3800', '976', '8900', '4775', '2908', '9143', '6616', '1831', '26227', '6347', '57761', '10797', '51742', '1514', '9181', '64080', '16', '4783', '1647', '4851', '22926', '5831', '7296', '4817', '1052', '51635', '54442', '7494', '4864', '4312', '9988', '3725', '11168', '10007', '7849', '5827', '5654', '2274', '10695', '3638', '54541', '652', '2582', '10450', '2887', '26136']"
A549,3.51458,"['10915', '3800', '9097', '11004', '10112', '30836', '7153', '4605', '2553', '1454', '89910', '79071', '11073', '64429', '7099', '11137', '983', '993', '54807', '9212', '5985', '5708', '8870', '10174', '9833', '6461', '4609', '5373', '10559', '79850', '890', '9270', '51001', '23499', '8318', '25976', '5898', '8520', '29978', '64943', '1983', '332', '27095', '79143', '10190', '3930', '4144', '5300', '5438', '51203']",True,28,23,10.0,BRD-K29905972,axitinib,24,CPC013_A549_24H:BRD-K29905972-001-03-0:10,"['355', '1026', '10557', '85377', '8821', '9217', '5580', '85236', '1981', '581', '27244', '10153', '8243', '23212', '8444', '1643', '5716', '81544', '55008', '7538', '23224', '1848', '6988', '5827', '54915', '8270', '823', '10904', '9961', '57804', '3300', '10973', '2817', '5357', '9289', '3028', '6253', '11098', '58472', '80212', '6342', '11041', '11230', '8508', '6275', '55148', '51282', '6616', '79094', '4851']"
A549,5.39982,"['7105', '10190', '10775', '1861', '1802', '1277', '54807', '9833', '51024', '4927', '5708', '5427', '6616', '5997', '1983', '23223', '11137', '5300', '4605', '5836', '8520', '6119', '51026', '572', '10776', '27242', '10051', '51001', '7264', '2690', '3611', '11098', '10273', '7168', '51021', '983', '890', '1906', '10038', '991', '7074', '2958', '4582', '10112', '891', '8318', '26292', '332', '5982', '3486']",True,65,67,10.0,BRD-K66175015,afatinib,24,CPC013_A549_24H:BRD-K66175015-001-01-7:10,"['7099', '230', '10007', '51005', '1831', '3162', '2896', '8312', '1509', '10493', '3638', '2222', '1845', '1514', '1050', '8324', '16', '3157', '4783', '5880', '2548', '23659', '2309', '54541', '10013', '10682', '8974', '11182', '4303', '79090', '93594', '427', '10953', '5883', '727', '3303', '79921', '5927', '27346', '11344', '9695', '8804', '26227', '5627', '5909', '9926', '6812', '4864', '23139', '11261']"
A549,3.39487,"['6657', '5796', '54386', '23271', '10494', '22889', '23410', '2770', '427', '5770', '57178', '7159', '2064', '902', '25987', '11007', '10051', '55893', '51335', '5613', '10123', '54623', '1399', '26054', '9134', '26511', '79006', '3091', '8870', '128', '1845', '8061', '6622', '6944', '2353', '26128', '6119', '9702', '6813', '1123', '55847', '2184', '10434', '2886', '22796', '11137', '10190', '4927', '79094', '25976']",False,28,16,10.0,BRD-K29905972,axitinib,6,CPC013_A549_6H:BRD-K29905972-001-03-0:10,"['10610', '8312', '56940', '7416', '9710', '8553', '10146', '6714', '9519', '10329', '54505', '27244', '29082', '8550', '10962', '329', '375346', '642', '116832', '64080', '57147', '11073', '81544', '10150', '7750', '93487', '64422', '11157', '11004', '2058', '1062', '11319', '6709', '1981', '5921', '7398', '2767', '23131', '54681', '5891', '10775', '5997', '8837', '23142', '25805', '5747', '2534', '9270', '23061', '9924']"
A549,4.98071,"['7994', '83743', '11098', '664', '6347', '51635', '23212', '7088', '8318', '60528', '4609', '57178', '226', '23300', '4792', '8726', '9690', '10523', '10652', '25', '5715', '2064', '6813', '5054', '26511', '27095', '8870', '23378', '10962', '4860', '26001', '6804', '9221', '387', '5287', '896', '64429', '5255', '54512', '8061', '5154', '5708', '1465', '51056', '57019', '11137', '6184', '54205', '7027', '1906']",True,63,49,10.0,BRD-K66175015,afatinib,6,CPC013_A549_6H:BRD-K66175015-001-01-7:10,"['23097', '10954', '5480', '23039', '80204', '10732', '6839', '3162', '6909', '16', '26227', '1831', '8727', '28969', '8800', '10007', '23659', '9181', '93594', '9289', '6676', '5106', '9143', '3300', '2896', '3638', '1277', '10810', '7099', '51005', '5641', '54541', '10451', '4312', '23588', '10797', '9053', '10013', '4783', '7398', '5699', '51203', '4303', '6509', '10058', '25793', '9738', '10180', '64422', '30']"
ASC,2.77714,"['7874', '9690', '9868', '3312', '994', '10059', '466', '11157', '9650', '23636', '58472', '6772', '7296', '896', '64746', '9943', '11014', '9833', '8624', '3091', '6347', '993', '4609', '51026', '5982', '10730', '8826', '10969', '6284', '54499', '9801', '8061', '7416', '79094', '51056', '50814', '10813', '5054', '25874', '10797', '11188', '1983', '1465', '7358', '79902', '128', '39', '9270', '2037', '9688']",False,13,13,10.0,BRD-K29905972,axitinib,24,CPC013_ASC_24H:BRD-K29905972-001-03-0:10,"['54438', '56924', '2625', '23443', '1534', '2920', '1958', '1759', '9517', '58497', '57019', '23038', '2264', '25825', '27244', '1153', '56889', '51116', '1861', '23223', '5096', '29928', '51024', '4582', '29763', '64781', '7099', '11031', '8270', '10681', '1891', '66008', '1870', '8837', '54442', '6915', '2852', '4850', '5331', '10451', '2624', '4846', '6622', '6509', '3202', '3383', '11142', '375346', '2523', '50813']"
ASC,3.65214,"['23499', '3925', '3611', '7153', '896', '5223', '4783', '4927', '5529', '9943', '230', '3978', '10969', '1738', '5050', '6919', '51024', '11137', '2037', '1465', '7168', '11065', '10973', '4016', '64943', '23597', '23325', '5096', '6284', '890', '10589', '11014', '5236', '23224', '56654', '47', '25874', '10494', '50814', '6182', '3486', '5696', '84617', '5836', '2274', '329', '2896', '332', '991', '23658']",True,36,21,10.0,BRD-K66175015,afatinib,24,CPC013_ASC_24H:BRD-K66175015-001-01-7:10,"['3162', '10007', '9183', '8878', '5359', '2042', '9797', '9246', '51005', '9686', '148022', '1635', '10493', '22809', '1514', '11031', '51635', '5909', '54442', '3202', '29928', '54681', '5547', '55608', '4144', '5627', '8396', '1861', '27346', '3303', '9903', '23378', '4850', '1845', '23223', '9817', '79090', '57192', '5255', '9653', '8869', '3508', '25966', '8804', '3482', '2745', '8574', '6714', '2542', '10049']"
HA1E,3.74399,"['2810', '5782', '10857', '1848', '9797', '10892', '8731', '10972', '10962', '10904', '2582', '10493', '11230', '5696', '1846', '9690', '1445', '3693', '10776', '8678', '23597', '4609', '6184', '595', '23325', '9267', '2745', '9019', '4860', '27095', '10190', '9961', '644', '4651', '54499', '60528', '64429', '4998', '840', '8204', '1465', '25976', '994', '9448', '10318', '5438', '5054', '8061', '8870', '10921']",True,42,18,10.0,BRD-K29905972,axitinib,6,CPC013_HA1E_6H:BRD-K29905972-001-03-0:10,"['1050', '9143', '54807', '5743', '29103', '1829', '58472', '81544', '2624', '7077', '55958', '2852', '7048', '10765', '8444', '56940', '10732', '5985', '9097', '9988', '57178', '79961', '323', '55620', '3800', '51599', '8202', '5423', '23536', '2065', '7466', '57147', '1861', '4208', '2063', '2690', '5777', '2625', '55556', '8503', '5627', '8720', '23443', '7099', '1994', '2353', '9917', '10451', '79174', '23149']"
HA1E,3.41465,"['3611', '55699', '6182', '3312', '9221', '1802', '54205', '10904', '11065', '642', '595', '5427', '6790', '7485', '8624', '2810', '11137', '8480', '9276', '60493', '10153', '1213', '23210', '84617', '4482', '64943', '22827', '3066', '4860', '6184', '4282', '993', '10523', '5236', '3206', '8870', '9690', '64429', '572', '5708', '10362', '9531', '8518', '4998', '51026', '9112', '22934', '23029', '5223', '9455']",True,26,17,10.0,BRD-K66175015,afatinib,6,CPC013_HA1E_6H:BRD-K66175015-001-01-7:10,"['3162', '54807', '1050', '4208', '9710', '9143', '58497', '26227', '1848', '50865', '1831', '10668', '16', '5921', '5716', '10797', '54541', '8550', '57406', '9181', '3638', '6509', '55129', '22841', '2817', '29103', '55958', '3551', '10007', '5359', '28969', '10180', '11031', '9738', '8835', '55008', '873', '57147', '8878', '10559', '79174', '10150', '7511', '1643', '63874', '93594', '4864', '3156', '323', '55011']"
HCC515,2.70672,"['55837', '10112', '23512', '25803', '11000', '23368', '10559', '5106', '11168', '10123', '51203', '11044', '9650', '9928', '79090', '25966', '8520', '4891', '2263', '8243', '2131', '10206', '9686', '8324', '5321', '23200', '847', '5747', '6676', '5290', '56940', '7358', '51742', '10451', '4172', '9097', '958', '2908', '57215', '27346', '51001', '81533', '3157', '28969', '23210', '5986', '7750', '25976', '388650', '10190']",True,13,8,10.0,BRD-K29905972,axitinib,6,CPC013_HCC515_6H:BRD-K29905972-001-03-0:10,"['7849', '10953', '11261', '8837', '2222', '9183', '10013', '55127', '9833', '55038', '5154', '1534', '51599', '5971', '51116', '3383', '23588', '9703', '84617', '8607', '2810', '6304', '7168', '1831', '3300', '10797', '27109', '7376', '4792', '5603', '1983', '9112', '23212', '6812', '8985', '22934', '47', '91137', '5829', '1212', '30836', '26001', '5716', '622', '6500', '6804', '10318', '79600', '9455', '3329']"
HCC515,4.01201,"['10318', '836', '22908', '58472', '4792', '10652', '60493', '25976', '5782', '55256', '7866', '55748', '23585', '7088', '10523', '51026', '23210', '7485', '23670', '9375', '9276', '9690', '25839', '5997', '51742', '10146', '23499', '896', '3312', '665', '5867', '10245', '595', '7319', '11044', '5111', '1848', '9801', '51382', '8061', '2920', '1846', '22934', '4609', '55699', '23597', '4860', '8870', '6347', '28969']",True,41,28,10.0,BRD-K66175015,afatinib,6,CPC013_HCC515_6H:BRD-K66175015-001-01-7:10,"['2222', '3162', '8550', '8800', '8503', '1021', '16', '29911', '7690', '23142', '26993', '55825', '1647', '5985', '27244', '2817', '9710', '10559', '23536', '9289', '55604', '1831', '2309', '5154', '56924', '6304', '5287', '6464', '1027', '9488', '4482', '54541', '1662', '55620', '6676', '4331', '5607', '7466', '23588', '2264', '79143', '7416', '23061', '3157', '23149', '79961', '54957', '7905', '64943', '4791']"
HEPG2,2.82849,"['57178', '4172', '9738', '427', '27346', '11137', '3162', '10057', '8726', '5880', '5111', '7015', '11072', '2852', '4860', '3486', '80746', '1445', '7099', '5289', '8503', '2886', '10904', '11011', '10610', '25987', '30', '51495', '51071', '8884', '27244', '1500', '56997', '9926', '23223', '57761', '51293', '9448', '7088', '64943', '2264', '6813', '29082', '22796', '9133', '23647', '51056', '51203', '7106', '5096']",False,17,18,10.0,BRD-K29905972,axitinib,6,CPC013_HEPG2_6H:BRD-K29905972-001-03-0:10,"['154', '57192', '10046', '57048', '29978', '65123', '55008', '22841', '29916', '79961', '23212', '23443', '843', '3383', '84617', '2353', '5331', '10451', '3611', '5971', '7690', '1647', '51385', '4792', '5747', '79187', '10150', '23522', '22823', '23142', '51719', '55111', '4088', '200734', '11098', '11182', '8870', '51569', '55129', '7168', '23139', '23011', '831', '5054', '94239', '8312', '2887', '5829', '1001', '9641']"
HEPG2,4.06171,"['22794', '2195', '22796', '54505', '60528', '81544', '7158', '55324', '128', '11137', '4927', '11007', '7485', '5782', '10892', '5223', '5898', '23378', '6499', '9703', '9276', '5743', '57019', '11284', '10670', '1848', '3611', '874', '9221', '5236', '10523', '5096', '644', '6182', '7168', '831', '8870', '2109', '29082', '9128', '652', '23223', '4860', '26292', '10190', '51282', '8518', '22934', '22827', '9448']",True,35,37,10.0,BRD-K66175015,afatinib,6,CPC013_HEPG2_6H:BRD-K66175015-001-01-7:10,"['6304', '2852', '10057', '3156', '85236', '80212', '11261', '54541', '5927', '3162', '3206', '9261', '10320', '7690', '4651', '16', '1831', '8821', '5106', '1662', '26227', '84890', '57761', '2353', '22823', '10797', '3157', '11182', '9289', '54957', '1647', '6509', '1978', '8878', '2309', '55008', '2222', '39', '2542', '27346', '2954', '2017', '63874', '23443', '8243', '3303', '9702', '1452', '5985', '6676']"
HT29,3.91936,"['6050', '2778', '28969', '55748', '51021', '960', '9289', '5909', '2063', '51026', '6813', '1829', '200734', '26136', '2058', '10237', '23029', '994', '3895', '5796', '5982', '51203', '23139', '23597', '8318', '51160', '2356', '652', '5018', '16', '6697', '5347', '8243', '57215', '5747', '5696', '23142', '8204', '6832', '64429', '5096', '5529', '1633', '23210', '8550', '55012', '79143', '25976', '1983', '5743']",False,31,37,10.0,BRD-K29905972,axitinib,6,CPC013_HT29_6H:BRD-K29905972-001-03-0:10,"['9641', '57192', '3108', '9143', '23335', '2048', '4067', '10057', '9653', '2920', '4638', '6839', '2625', '5971', '10320', '4200', '4331', '10329', '84890', '4850', '5211', '8974', '80204', '55837', '10668', '89910', '7874', '10962', '55038', '58472', '5583', '874', '22841', '11325', '10610', '9016', '2770', '8270', '55033', '2887', '25966', '116832', '9712', '50810', '6509', '7074', '7048', '8821', '8869', '6793']"
HT29,4.64669,"['23014', '23326', '22809', '4927', '5796', '1500', '808', '11137', '6461', '79080', '10362', '5111', '5440', '8204', '27242', '9053', '64943', '1906', '51116', '5373', '7994', '9128', '5696', '23076', '4836', '10270', '993', '10523', '26001', '10227', '2288', '1802', '25976', '9221', '9761', '9134', '10146', '9533', '200734', '998', '9183', '5997', '4609', '7088', '54512', '22827', '8318', '22796', '5743', '652']",True,51,49,10.0,BRD-K66175015,afatinib,6,CPC013_HT29_6H:BRD-K66175015-001-01-7:10,"['1831', '54541', '3162', '3337', '10797', '1026', '26227', '5106', '2309', '16', '874', '6509', '5971', '3300', '8312', '64080', '6443', '8324', '1978', '1958', '85377', '10668', '3638', '9738', '2625', '55825', '9903', '1643', '5909', '5366', '5583', '1647', '9143', '80204', '10682', '2887', '1514', '80212', '207', '10962', '54505', '2956', '4783', '5480', '10617', '25932', '8270', '63874', '4864', '9275']"
MCF7,2.82487,"['813', '25805', '50813', '2542', '23076', '7296', '10954', '25987', '9924', '6839', '7874', '226', '7153', '10732', '11065', '55033', '54881', '22823', '11014', '10112', '10776', '55012', '5347', '3337', '10038', '2810', '51116', '6790', '332', '79080', '890', '7866', '1605', '22796', '26136', '22809', '6050', '9133', '9928', '25', '991', '2778', '51001', '11137', '644', '51203', '142', '9847', '8204', '10730']",True,15,10,10.0,BRD-K29905972,axitinib,24,CPC013_MCF7_24H:BRD-K29905972-001-03-0:10,"['54505', '6304', '375346', '5058', '7099', '2887', '1026', '5357', '27244', '2852', '1870', '25966', '323', '7074', '55620', '355', '55958', '8349', '10046', '3628', '58472', '10610', '6774', '3988', '230', '57804', '1846', '9637', '9710', '2274', '30', '5997', '2624', '9289', '51635', '8800', '8444', '8061', '5355', '9961', '24149', '10150', '6464', '581', '23335', '1647', '94239', '55129', '8446', '5613']"
MCF7,5.15419,"['10494', '6659', '1017', '29103', '4232', '8870', '388650', '51097', '6284', '26520', '2274', '1500', '9641', '6253', '7494', '2625', '11044', '11073', '55837', '6251', '1001', '7153', '8800', '10606', '1153', '51282', '6919', '11137', '7105', '22889', '4931', '51015', '1738', '9093', '5836', '10190', '8204', '10451', '51026', '4016', '6461', '8243', '10059', '5111', '5096', '8318', '26292', '11098', '25805', '25803']",True,52,92,10.0,BRD-K66175015,afatinib,24,CPC013_MCF7_24H:BRD-K66175015-001-01-7:10,"['3162', '10007', '54442', '63874', '1831', '230', '8974', '9926', '5971', '57192', '3157', '1845', '9817', '9797', '3337', '1647', '16', '23210', '8553', '200081', '6509', '11261', '8878', '25', '10682', '1050', '23029', '26036', '6812', '5883', '58497', '5287', '26227', '23139', '10953', '54541', '1978', '6275', '3303', '3312', '8440', '80212', '26993', '10797', '23212', '994', '66008', '9697', '85377', '7750']"
MCF7,2.57607,"['23670', '1454', '9903', '2184', '10273', '10644', '5287', '9221', '9817', '5770', '7043', '4609', '9093', '23223', '8270', '6659', '7358', '5566', '23365', '8851', '3480', '56654', '3329', '949', '8569', '23636', '6894', '226', '10493', '10954', '7088', '2625', '25976', '2548', '79080', '4282', '23061', '1398', '10652', '5900', '83743', '1676', '25987', '51001', '6813', '991', '5529', '51116', '10362', '26520']",True,8,5,10.0,BRD-K29905972,axitinib,6,CPC013_MCF7_6H:BRD-K29905972-001-03-0:10,"['23131', '23378', '57192', '8727', '54438', '7485', '8800', '7153', '3682', '5696', '51015', '11065', '8091', '983', '55793', '6790', '10668', '51203', '22823', '79071', '58472', '9926', '50814', '55111', '25874', '5993', '84722', '6908', '51024', '57048', '57019', '5601', '55699', '5255', '11200', '5721', '6284', '80746', '10921', '5111', '54499', '5641', '23097', '965', '10153', '79947', '27109', '56924', '23536', '80349']"
MCF7,3.83093,"['3280', '2064', '8821', '26128', '8800', '6659', '4088', '5347', '8480', '10190', '5708', '7358', '26136', '4144', '79143', '9761', '2625', '23077', '22827', '6777', '9134', '2778', '64943', '10776', '1213', '4232', '7866', '10813', '11168', '5529', '9221', '8318', '7088', '7158', '5223', '7994', '11137', '23014', '25803', '1861', '7494', '11011', '8204', '51382', '5096', '22796', '1027', '9531', '25805', '29082']",True,36,31,10.0,BRD-K66175015,afatinib,6,CPC013_MCF7_6H:BRD-K66175015-001-01-7:10,"['3162', '54541', '1831', '3638', '10797', '26227', '3157', '3337', '4638', '5331', '5997', '5106', '572', '8878', '30001', '5971', '91137', '63874', '4851', '9709', '80212', '230', '8869', '23335', '16', '9212', '11182', '29978', '7099', '9289', '57761', '84722', '3300', '79094', '1845', '6790', '3156', '5827', '11344', '47', '10695', '8312', '3930', '3303', '55793', '5883', '5357', '9702', '39', '10007']"
NEU,3.64648,"['3597', '11031', '9709', '466', '1643', '5641', '11157', '25839', '1870', '9270', '533', '8870', '9531', '6347', '56924', '1848', '4780', '1958', '9016', '51026', '6118', '5440', '8800', '3628', '23659', '965', '5607', '1677', '9533', '3308', '7538', '29890', '9833', '1950', '55818', '2673', '5715', '7016', '5747', '79170', '55958', '54541', '79143', '958', '9289', '7159', '5290', '6464', '7358', '8243']",False,25,21,10.0,BRD-K29905972,axitinib,24,CPC013_NEU_24H:BRD-K29905972-001-03-0:10,"['8550', '4312', '64080', '6812', '56940', '2887', '1514', '79850', '8503', '9868', '10797', '899', '22841', '22926', '4775', '51466', '11261', '51001', '1759', '23365', '2736', '5300', '6119', '5588', '23038', '51021', '26054', '6813', '10237', '5529', '7088', '642', '27346', '50814', '868', '65123', '23410', '25', '8396', '124583', '7511', '6499', '3098', '8731', '7982', '2048', '835', '7158', '79921', '2810']"
NEU,4.79519,"['6284', '27109', '11098', '1666', '6657', '80349', '9833', '2263', '26020', '9847', '1027', '983', '5096', '11041', '7158', '51203', '1153', '7153', '10318', '8324', '8574', '79600', '3566', '55958', '9988', '8204', '1845', '572', '1452', '23142', '813', '2356', '9670', '23512', '65057', '7994', '9212', '79921', '57215', '80758', '51495', '22823', '23014', '22827', '5287', '388650', '1500', '5498', '22889', '958']",True,30,56,10.0,BRD-K66175015,afatinib,24,CPC013_NEU_24H:BRD-K66175015-001-01-7:10,"['10797', '3162', '26227', '1978', '7494', '9797', '10954', '2887', '57048', '6195', '3693', '51422', '2896', '4125', '2353', '3337', '310', '5997', '79643', '9531', '64080', '4582', '5831', '25932', '9709', '63933', '57804', '2058', '8878', '3312', '427', '9926', '51635', '23210', '23038', '9712', '1994', '965', '10150', '3156', '9851', '949', '6509', '79947', '27346', '10682', '7106', '50865', '85236', '30']"
NPC,6.59055,"['226', '23670', '10273', '3925', '813', '51495', '6657', '29928', '3066', '993', '54499', '58478', '10237', '7106', '581', '142', '10329', '3978', '11031', '3329', '7994', '4172', '8091', '10973', '5300', '5438', '4860', '128', '6184', '10857', '5985', '4783', '2778', '1465', '5050', '9552', '3312', '481', '7511', '64943', '9181', '5223', '90861', '1452', '4927', '22827', '2222', '5111', '3486', '1846']",True,136,138,10.0,BRD-K29905972,axitinib,24,CPC013_NPC_24H:BRD-K29905972-001-03-0:10,"['79961', '2264', '55818', '9854', '7466', '256364', '5696', '10610', '1956', '10491', '5613', '5909', '64080', '843', '3551', '3108', '51422', '3162', '23536', '58472', '5829', '23335', '5355', '6347', '5255', '2852', '51599', '2690', '5154', '2184', '8835', '8321', '91949', '29763', '154', '5603', '6915', '5708', '3964', '23077', '55837', '891', '8444', '3122', '4616', '23368', '9961', '51026', '8720', '51160']"
PC3,2.6544,"['23271', '53343', '5909', '5290', '9491', '6915', '5796', '1788', '8318', '79600', '64428', '1459', '3308', '2115', '55893', '7016', '29890', '54505', '7296', '5321', '3312', '9842', '8720', '3895', '5891', '8503', '896', '4144', '11000', '23522', '9915', '55818', '2263', '1786', '26064', '8569', '9093', '2288', '2131', '874', '51282', '5566', '7358', '51071', '25976', '1500', '10489', '22934', '891', '51382']",True,8,11,10.0,BRD-K29905972,axitinib,24,CPC013_PC3_24H:BRD-K29905972-001-03-0:10,"['1021', '11261', '2817', '57192', '4792', '8837', '22809', '93487', '5357', '10153', '4690', '6676', '4860', '2920', '3383', '84617', '1647', '29928', '9641', '148022', '57149', '3157', '4793', '57147', '3398', '90861', '10174', '55033', '55008', '1001', '7168', '6988', '8878', '9517', '7088', '6813', '10190', '6714', '10953', '3486', '6499', '27109', '9181', '9637', '10730', '23597', '54442', '1026', '58533', '102']"
PC3,5.17816,"['23378', '3066', '9868', '11065', '5054', '5836', '965', '4172', '23212', '2115', '8870', '8518', '9847', '10606', '10190', '154', '7153', '51024', '8821', '8895', '9221', '3033', '5997', '55847', '1398', '4016', '8091', '11232', '8204', '80746', '10221', '3988', '8726', '9641', '8243', '4609', '25803', '23142', '8318', '4282', '6659', '3486', '9134', '5580', '983', '5889', '3553', '1846', '5111', '51026']",True,71,65,10.0,BRD-K66175015,afatinib,24,CPC013_PC3_24H:BRD-K66175015-001-01-7:10,"['3162', '9903', '26227', '10007', '54541', '58497', '4850', '16', '80212', '3303', '4864', '8878', '57192', '1647', '25', '10797', '1026', '9712', '9710', '9817', '23224', '2309', '10559', '85377', '1509', '54442', '3638', '10362', '3157', '427', '1514', '11325', '3337', '7982', '10057', '8324', '6790', '200081', '80204', '6509', '1978', '8202', '4303', '5583', '10013', '5627', '51005', '51070', '2817', '79643']"
PC3,3.01148,"['55011', '11014', '3775', '6118', '79143', '3895', '10494', '10813', '54499', '5223', '1399', '2065', '1845', '55608', '392', '5743', '8324', '9016', '2770', '3978', '2309', '6659', '8061', '4216', '10270', '10962', '5566', '6195', '54386', '54733', '10190', '60493', '6193', '1514', '1846', '9093', '55127', '10493', '3553', '10273', '51116', '29082', '5355', '5018', '23325', '572', '1738', '25976', '8870', '5529']",False,19,18,10.0,BRD-K29905972,axitinib,6,CPC013_PC3_6H:BRD-K29905972-001-03-0:10,"['7099', '5331', '23378', '4690', '10695', '6304', '8837', '9712', '5480', '10153', '5058', '4200', '10670', '54438', '9924', '9710', '55958', '1677', '85377', '4067', '11261', '6714', '1111', '57019', '4860', '1021', '81533', '94239', '79643', '11157', '1950', '5993', '6790', '10285', '3988', '5373', '89910', '9650', '11200', '6275', '10329', '3300', '51056', '55008', '5900', '57804', '3551', '51422', '9133', '79921']"
PC3,7.10551,"['50810', '6856', '226', '9276', '10730', '11041', '3909', '10606', '90861', '50813', '55324', '5982', '5880', '47', '8895', '9943', '4792', '2771', '23636', '4609', '3157', '2356', '949', '6195', '79080', '7905', '10972', '9703', '79143', '1509', '4016', '1846', '1994', '4605', '6182', '642', '9221', '23647', '7027', '9217', '1398', '64943', '3329', '56654', '3315', '5018', '9761', '7866', '7264', '8061']",True,138,99,10.0,BRD-K66175015,afatinib,6,CPC013_PC3_6H:BRD-K66175015-001-01-7:10,"['5106', '54541', '3162', '26227', '10797', '10617', '1647', '847', '2920', '22841', '5831', '7494', '25793', '54438', '84890', '23097', '9988', '55008', '57761', '5331', '672', '58497', '57149', '23300', '11182', '9275', '8318', '9519', '5607', '79187', '51335', '80212', '23588', '8837', '55793', '7852', '10150', '29103', '2954', '23139', '8821', '896', '6275', '29763', '4303', '2542', '3398', '16', '4891', '10450']"
SKB,3.08665,"['4864', '836', '6774', '55748', '29083', '25976', '64746', '2356', '7750', '23076', '23300', '1445', '10969', '5289', '9797', '10491', '55556', '10730', '22889', '533', '9805', '10059', '11014', '7048', '9448', '51026', '1019', '9267', '22926', '2109', '7296', '8870', '642', '6284', '9019', '329', '664', '23326', '10606', '896', '5054', '466', '1738', '891', '5223', '51375', '4282', '7106', '55893', '25932']",False,17,10,10.0,BRD-K29905972,axitinib,24,CPC013_SKB_24H:BRD-K29905972-001-03-0:10,"['5827', '1870', '54807', '4793', '4851', '5867', '51160', '7466', '10451', '9275', '51635', '6443', '11232', '6714', '6919', '10559', '5529', '2353', '9183', '5699', '835', '10557', '51385', '79716', '9170', '6622', '5993', '10227', '9653', '8869', '10046', '2553', '10276', '5427', '1459', '22809', '9917', '8835', '79170', '10112', '51293', '10245', '23011', '79090', '874', '6908', '4846', '8312', '3800', '8349']"
SKB,5.56955,"['4208', '102', '2037', '80349', '6990', '5054', '5287', '23325', '2065', '387', '55608', '22796', '10969', '8821', '1029', '665', '10398', '11188', '23499', '11098', '51024', '9053', '3066', '25932', '1605', '3925', '54386', '2356', '4016', '6284', '1153', '23597', '5236', '22827', '5480', '1026', '813', '5836', '2064', '6275', '5223', '10494', '7168', '2778', '26292', '3486', '10962', '4282', '84617', '2274']",True,83,55,10.0,BRD-K66175015,afatinib,24,CPC013_SKB_24H:BRD-K66175015-001-01-7:10,"['3162', '2542', '10007', '55038', '8503', '9833', '3303', '51385', '27244', '5883', '57192', '8061', '55837', '2736', '3383', '10695', '9686', '54541', '868', '22809', '51005', '26036', '29978', '9851', '1845', '9653', '2852', '55148', '3312', '5359', '5255', '1514', '874', '6509', '9467', '51635', '10898', '10557', '8804', '10681', '9817', '8444', '58478', '10682', '63874', '9246', '50865', '54681', '9695', '10180']"
